club_id,club_name,role,name,username,email,plaintext_password,password_hash
CLB069,Entrepreneurship Cell,VICE_PRESIDENT,Geeta Reddy,geeta.reddyCLB069,geeta.reddyCLB069@college.edu,!9fHijQSgW,$2b$12$D0TTaAZQ/wdG74lry7hYpu9GXs0I6lHb8VWAmAxRrUJPOJgJLRO9y
CLB069,Entrepreneurship Cell,FACULTY_COORDINATOR,Dr. Divya Kaur,divya.kaurCLB069.fac,divya.kaurCLB069.fac@college.edu,ptE4v%z7fR,$2b$12$kFNoeoUBeOulsdqeQzcQ7uqLdUUKZ3MtZJFnZ1z6Zac/QomVPUhkC
CLB070,Marketing & Business Club,PRESIDENT,Ishaan Gupta,ishaan.guptaCLB070,ishaan.guptaCLB070@college.edu,5iy!uTJzJf,$2b$12$NKIld5TdCLSVp.UBsqO4OODSz./.yJIA2adwCpyKrt2MgAlnM13z2
CLB070,Marketing & Business Club,VICE_PRESIDENT,Manoj Mishra,manoj.mishraCLB070,manoj.mishraCLB070@college.edu,EWg%989L7e,$2b$12$PdfxF4FoSKbvaWpIV6GLCOfq8BJV5qxyY9Q8MlVApcZ25cJOQaGiS
CLB070,Marketing & Business Club,FACULTY_COORDINATOR,Prof. Rina Menon,rina.menonCLB070.fac,rina.menonCLB070.fac@college.edu,zEcrp9%Ulj,$2b$12$mIDyGjKPsAv981idjPXT3ew/xwAdJD6paVzunLxBuHEI6MYnq8X6y
CLB071,Finance & Investment Club,PRESIDENT,Simran Joshi,simran.joshiCLB071,simran.joshiCLB071@college.edu,7t!iJCVi3o,$2b$12$fP4qSmp6DDewGqJgIHCGhOuR3eEtG0Duhfs1dDtML5EsFWPz0GYRW
CLB071,Finance & Investment Club,VICE_PRESIDENT,Ritu Dutta,ritu.duttaCLB071,ritu.duttaCLB071@college.edu,0NYG%dx3x7,$2b$12$Toq3vKlQNpzIc4KMSI7V7.th2uiCjDxmzpycNOAvtqUKHa1UfQHwG
CLB071,Finance & Investment Club,FACULTY_COORDINATOR,Dr. Kabir Pillai,kabir.pillaiCLB071.fac,kabir.pillaiCLB071.fac@college.edu,gF3d6xDcp!,$2b$12$l6aRlmyiTE8jjEcZMXTgfuE8mT1E8rrVJW/XEG5XAXZ/XI3FZ8xDm
CLB072,Public Speaking Club,PRESIDENT,Manoj Verma,manoj.vermaCLB072,manoj.vermaCLB072@college.edu,k9w5q1%Fwp,$2b$12$rln6ONEhegf9uFQJ6yuZA.yAbpz/i2oneoqZLe1jiwkctV7PzRUdK
CLB072,Public Speaking Club,VICE_PRESIDENT,Myra Dutta,myra.duttaCLB072,myra.duttaCLB072@college.edu,93$XGgb4XV,$2b$12$Wcm0knJwLc6o1ph25mu7AOIgRNW9.v8KZE0MsRLKjN.sy0kJFQ5R.
CLB072,Public Speaking Club,FACULTY_COORDINATOR,Prof. Shreya Pandey,shreya.pandeyCLB072.fac,shreya.pandeyCLB072.fac@college.edu,zTywD542#B,$2b$12$2gQ9ZawsCu51iDODMmxccut0tM09FtuBHCXFzE9nsclwisZnU3rzO
CLB073,Journalism & Media Club,PRESIDENT,Aarav Yadav,aarav.yadavCLB073,aarav.yadavCLB073@college.edu,3urqPcP5#O,$2b$12$/FXER7CT.HrsVn5ZJRQovO5mcehHT4UQznlPe44Q5Y18kf2GSZxR6
CLB073,Journalism & Media Club,VICE_PRESIDENT,Suresh Dutta,suresh.duttaCLB073,suresh.duttaCLB073@college.edu,ys0ze6Aq$V,$2b$12$him4t4su.qZvtRlhQnDw8.7zsv9aT386wtbonZeU8hgrDgpNB1O.m
CLB073,Journalism & Media Club,FACULTY_COORDINATOR,Dr. Meera Nair,meera.nairCLB073.fac,meera.nairCLB073.fac@college.edu,gV%jQEs2il,$2b$12$wsQcs178K7LcDs/fLZTAtOWb6Lq/q8htpCiOqVKOq1CMcg3RRl81G
CLB074,Social Service Club,PRESIDENT,Sandeep Pillai,sandeep.pillaiCLB074,sandeep.pillaiCLB074@college.edu,3O1$JdLLo8,$2b$12$TocQS9nsL..ie9qMtuSgH.QXcsdw31Ee1wrDCay8eCdbXxaWBAZ7O
CLB074,Social Service Club,VICE_PRESIDENT,Nikhil Bansal,nikhil.bansalCLB074,nikhil.bansalCLB074@college.edu,@5mNb6Av2K,$2b$12$jTCT1v.nyo7t/R8dIYuMruck4JZQe08JcXfZF/QgoVUELJ/X8s06.
CLB074,Social Service Club,FACULTY_COORDINATOR,Dr. Anika Kumar,anika.kumarCLB074.fac,anika.kumarCLB074.fac@college.edu,CaW!fUrnX5,$2b$12$gD2R3unqWmifIbNdTyCEsOZ7OtPHPIRHSzQSMzVZiiPfM4OtQ9w2m
CLB075,Cultural Committee,PRESIDENT,Rajesh Mishra,rajesh.mishraCLB075,rajesh.mishraCLB075@college.edu,W1H55ux!mG,$2b$12$SvY85e1LAYs.yyrh.uM5g.QDQLv7/nmOvFnrCVQPCfltszawAPIZi
CLB075,Cultural Committee,VICE_PRESIDENT,Priya Ghosh,priya.ghoshCLB075,priya.ghoshCLB075@college.edu,M089qt#eck,$2b$12$lw9tU9xmCDlMQivu..qyouhhpOch6bgqOITfz8Drd3z5EwT4xQzkC
CLB075,Cultural Committee,FACULTY_COORDINATOR,Dr. Aditya Chandra,aditya.chandraCLB075.fac,aditya.chandraCLB075.fac@college.edu,bgo$oUn2iY,$2b$12$t5GLMRt40kw8C2hEiBs1ielwm89I5gj3XkvTByFJ1dQNAvQLvG5P6
CLB076,Rotaract Club,PRESIDENT,Vishal Chandra,vishal.chandraCLB076,vishal.chandraCLB076@college.edu,qAaJUyC!0h,$2b$12$Si5oMEfj0MKOmgzCuXFRIeUwZJikHTX17K7wDYe71Ghrd2mmpNNMi
CLB076,Rotaract Club,VICE_PRESIDENT,Nandini Mehta,nandini.mehtaCLB076,nandini.mehtaCLB076@college.edu,AiM%SV451q,$2b$12$yXcDBBxiRtV1huU6Za2ZZeXxbU0ZW5f3AekFTaPKJchMh.jXKC/cC
CLB076,Rotaract Club,FACULTY_COORDINATOR,Dr. Suresh Nair,suresh.nairCLB076.fac,suresh.nairCLB076.fac@college.edu,AwYi8cT@sk,$2b$12$.wFcqWq5/6jJ1NXzM6oy9uxy18tlbJqGJ5FHtiyRUoW691mG0FjRG
CLB077,NCC/NSS Club,PRESIDENT,Suresh Iyer,suresh.iyerCLB077,suresh.iyerCLB077@college.edu,s!q1PqDYo5,$2b$12$CHo4lg2G8r9mf6RTK6GNEOPAqdRChCgKeFCbI1vD3m/IYCJqmi0Qu
CLB077,NCC/NSS Club,VICE_PRESIDENT,Simran Reddy,simran.reddyCLB077,simran.reddyCLB077@college.edu,xNc42!aW21,$2b$12$rOU/HFDqCMxHQ73xvXlE4e9WFzkziNJ4H/gP4.58M3KS8ZCcXRAlS
CLB077,NCC/NSS Club,FACULTY_COORDINATOR,Prof. Rohan Iyer,rohan.iyerCLB077.fac,rohan.iyerCLB077.fac@college.edu,!z2rLkz1D9,$2b$12$cjYzcTJlnw4tbs9w0suboexL6L5N5wAbUZi7R/dH1obrDXbMYi3Ie
CLB078,Book Club,PRESIDENT,Geeta Kapoor,geeta.kapoorCLB078,geeta.kapoorCLB078@college.edu,3oywX%VbN2,$2b$12$Vjp.ALur8/cIEMvjeySg5ewwRXYW9pL3gZeartd2Y5rkwVj2i1ZH6
CLB078,Book Club,VICE_PRESIDENT,Simran Kumar,simran.kumarCLB078,simran.kumarCLB078@college.edu,U0XKUo%kKV,$2b$12$94I5RRk/s1fZ/HP0nUlK5Ou6OOYOkl9j9LMy7zFBUCIIgTnf7KgIe
CLB078,Book Club,FACULTY_COORDINATOR,Prof. Swati Jain,swati.jainCLB078.fac,swati.jainCLB078.fac@college.edu,7aPrG!E92k,$2b$12$tZvkhiVzTlbZ/lY.67VDOev0Nc8T8R8D48PTnQrNIEQ4pKWKtNLcC
CLB079,Poetry Club,PRESIDENT,Vihaan Yadav,vihaan.yadavCLB079,vihaan.yadavCLB079@college.edu,uC72f%CCFo,$2b$12$YGGkqBWriH2Br4dVoH4Lu.bnhXaaydEKHQN6sb2zQi7bOA07zjcI6
CLB079,Poetry Club,VICE_PRESIDENT,Kiara Das,kiara.dasCLB079,kiara.dasCLB079@college.edu,n9O%zC4JtG,$2b$12$RfgPu7ue1Q0yRM2QFhisReeH6Gn572W9gY9aoHWeFl.gM2fzvkTie
CLB079,Poetry Club,FACULTY_COORDINATOR,Prof. Rajesh Mukherjee,rajesh.mukherjeeCLB079.fac,rajesh.mukherjeeCLB079.fac@college.edu,vo$W5WQhag,$2b$12$YxWC7AtH4tb3lVFbflwHq.nD9hcZrHASb81ZRm56bpUy/obGEB73.
CLB080,Painting & Sketching Club,PRESIDENT,Neha Rao,neha.raoCLB080,neha.raoCLB080@college.edu,$1mYnTG0gD,$2b$12$/6VlhgSHgCv4eT38QXY.heGw44bv6gJNpClgPJlmzBfHuhJpbWY8S
CLB080,Painting & Sketching Club,VICE_PRESIDENT,Rina Khan,rina.khanCLB080,rina.khanCLB080@college.edu,@V8Fds9HaV,$2b$12$CpsSegvxsc4DM.9shkf.pev41eB9Y.bVdG0lx8ActWzWynw3BuAS6
CLB080,Painting & Sketching Club,FACULTY_COORDINATOR,Dr. Anika Sinha,anika.sinhaCLB080.fac,anika.sinhaCLB080.fac@college.edu,m4DGu9y4%A,$2b$12$IDXL3cfOpa2ZX700JdOaA.YEGeYP.199PNifdAHKWYhDH/2iw5ZDq
CLB081,Travel & Adventure Club,PRESIDENT,Nikhil Nayak,nikhil.nayakCLB081,nikhil.nayakCLB081@college.edu,@RwKTNms8n,$2b$12$VJcJ3K2VDrxRhHK69qSIsO4LTJftUV9AbC9c9AqTQ0jF457uS5zNi
CLB081,Travel & Adventure Club,VICE_PRESIDENT,Deepak Yadav,deepak.yadavCLB081,deepak.yadavCLB081@college.edu,642sBa%SsZ,$2b$12$Gs6fBdsoyNbE7WY.qnZp1OWx.BIzn4SSxjaopf0G4SRraZC6t5dWa
CLB081,Travel & Adventure Club,FACULTY_COORDINATOR,Dr. Sunita Das,sunita.dasCLB081.fac,sunita.dasCLB081.fac@college.edu,Sqjz1d2Y#R,$2b$12$7SInbrQvDGdYjX3djzFVseiccvWvWdi8t2ZYHlCHVejQURZlkBkAm
CLB082,Wildlife & Nature Club,PRESIDENT,Myra Yadav,myra.yadavCLB082,myra.yadavCLB082@college.edu,mM5nNdVa%q,$2b$12$DdrC.6q3tAXzavKMqGKUjuFwXWweoPu2g3mg6ptgKrXPw1rvpDzkC
CLB082,Wildlife & Nature Club,VICE_PRESIDENT,Divya Kulkarni,divya.kulkarniCLB082,divya.kulkarniCLB082@college.edu,9!GoVl2hJl,$2b$12$U6vhFI6XFYFTEPsILJtdNOyG0s62HdxOVjVx6fQRq3VQ53BvRVQvW
CLB082,Wildlife & Nature Club,FACULTY_COORDINATOR,Dr. Alisha Ghosh,alisha.ghoshCLB082.fac,alisha.ghoshCLB082.fac@college.edu,@kA7jM7ucd,$2b$12$wEPGa8WBhhznklIAvAMsnuT8Iqa67Vr1TW7tKzT1Wm8FTv7NtIlJ.
CLB083,History & Heritage Club,PRESIDENT,Kavya Chatterjee,kavya.chatterjeeCLB083,kavya.chatterjeeCLB083@college.edu,oFw%zn84nf,$2b$12$.ezl/F.GmX3J/P/0cAO6muPPP2kj6LOCxhhN906bFxvRSDqjslEDS
CLB083,History & Heritage Club,VICE_PRESIDENT,Diya Bhatt,diya.bhattCLB083,diya.bhattCLB083@college.edu,Nvp5P6N5D$,$2b$12$Xy/PQ1LiJPmwSH2oX1TEVO3j6fOP/sWe/FF/l76h7HTf9eVrga0cK
CLB083,History & Heritage Club,FACULTY_COORDINATOR,Dr. Divya Yadav,divya.yadavCLB083.fac,divya.yadavCLB083.fac@college.edu,cs5CZFAqG%,$2b$12$XuxCwwsA4.0Xi6mPI7gBGOYctI9BqM7jQ5eOw/i.q9NL/2ruQWYge
CLB084,Psychology Club,PRESIDENT,Saanvi Bose,saanvi.boseCLB084,saanvi.boseCLB084@college.edu,Tf!cvecD2U,$2b$12$FhYsVKo9h.5nyRURdee3fe91wJZ5nzThVGTPHo8z1/bwgTZ5mgV22
CLB084,Psychology Club,VICE_PRESIDENT,Anjali Mishra,anjali.mishraCLB084,anjali.mishraCLB084@college.edu,$uhy6RbIoM,$2b$12$uC9qObYo0zMm9crbiEM4CuriP5Kr4PxBJcUn78z0Qm1QCp/cgTnyu
CLB084,Psychology Club,FACULTY_COORDINATOR,Dr. Sunita Mishra,sunita.mishraCLB084.fac,sunita.mishraCLB084.fac@college.edu,0TyEQzc$b4,$2b$12$e1cN.x4EJ8OJHevWaQ06u.Y4jKonSQ.uQTd9wTtSdfBEq640l9dvq
CLB085,Philosophy Club,PRESIDENT,Meera Dutta,meera.duttaCLB085,meera.duttaCLB085@college.edu,t9AfsIn8$J,$2b$12$KYNJgEiiqz6sKU2HS80ArOvkpvypLlGtxOw.NUT0LWpSenu2XfbZu
CLB085,Philosophy Club,VICE_PRESIDENT,Aarav Das,aarav.dasCLB085,aarav.dasCLB085@college.edu,d!lZTQ3iK2,$2b$12$iRgnRThNmGxacQ1IaCJGQuydB6zzvASgCip2/V.BWVkaVfioRczea
CLB085,Philosophy Club,FACULTY_COORDINATOR,Prof. Krishna Gupta,krishna.guptaCLB085.fac,krishna.guptaCLB085.fac@college.edu,XpgQiP7#sw,$2b$12$W8A5Dh9sayWU9GfEluOEaeHWNlrqaqtCQyoMABJPV1eYp9FRr5PFm
CLB086,Astronomy Club,PRESIDENT,Deepak Kumar,deepak.kumarCLB086,deepak.kumarCLB086@college.edu,NVP#0TfYpo,$2b$12$DbU0b3T63mgRG6oX27pbQuxJ2.1/YhnlhqPrmYq21BUiy479Bi3vK
CLB086,Astronomy Club,VICE_PRESIDENT,Rohan Jain,rohan.jainCLB086,rohan.jainCLB086@college.edu,ylPfLgM$4J,$2b$12$Ty3qzT78WZN8/EF1ICX0auCAlLsDAtwG8YKgEK1DBwk0DTjhC8DGy
CLB086,Astronomy Club,FACULTY_COORDINATOR,Dr. Swati Agarwal,swati.agarwalCLB086.fac,swati.agarwalCLB086.fac@college.edu,6nScs%I6Jq,$2b$12$tAu7GtRTPfZHQbWVf5Xce.byyVHBCWunL2tIg4FdN.3rMdhQl2Iiu
CLB087,Legal Awareness Club,PRESIDENT,Karan Yadav,karan.yadavCLB087,karan.yadavCLB087@college.edu,9KK3@oE8Q2,$2b$12$UjxRHCpMEScZx4CWyDK0d.P12djATjl.KIg2Vcygamzg.r0HUfgPC
CLB087,Legal Awareness Club,VICE_PRESIDENT,Aarav Mukherjee,aarav.mukherjeeCLB087,aarav.mukherjeeCLB087@college.edu,Hh@YE06yLx,$2b$12$aXjvtI.w4jP6LpTOue55E.CcLrBoymQnwajmnYwdNxrJMOHWIgc0C
CLB087,Legal Awareness Club,FACULTY_COORDINATOR,Prof. Rakesh Yadav,rakesh.yadavCLB087.fac,rakesh.yadavCLB087.fac@college.edu,S9PyxP@yLr,$2b$12$3La7bdvKuq.JReG84g8Wm.wsmm8YPSPOyJGaODaG2OPPKb45XIFc2
CLB088,Human Rights Club,PRESIDENT,Neha Singh,neha.singhCLB088,neha.singhCLB088@college.edu,rOGl!njfP3,$2b$12$ttptuDocDmSqb9cDCcJDcO.i6mDuDSAYd2DpBh.tuTAPsKUr661Dq
CLB088,Human Rights Club,VICE_PRESIDENT,Preeti Nayak,preeti.nayakCLB088,preeti.nayakCLB088@college.edu,17PkLnvA$P,$2b$12$RxC8UaYOAzHj4/FIiliNTefzdfV7W8Fhmc/73pIgHQOo8kJIllwp2
CLB088,Human Rights Club,FACULTY_COORDINATOR,Dr. Pooja Rao,pooja.raoCLB088.fac,pooja.raoCLB088.fac@college.edu,0l7H@e9qSz,$2b$12$OFHW3gWOnDhDIvy2gmNs0OVO9ULY3G.eXEYuOWj.ql6/uMKdQTvAi
CLB089,Community Outreach Club,PRESIDENT,Kiara Khan,kiara.khanCLB089,kiara.khanCLB089@college.edu,eyo$LMyIf5,$2b$12$HalFuBPITS2JCUJSyMwpcuvb6AhUwWdHgOPf.SLo2HZ505VKSyJKC
CLB089,Community Outreach Club,VICE_PRESIDENT,Shreya Menon,shreya.menonCLB089,shreya.menonCLB089@college.edu,%Y9FcG4IWp,$2b$12$ozmy50dMGuhpbNQ3mufeK.xG2G346ptdKTeZnVhokodcw/7pNE/8K
CLB089,Community Outreach Club,FACULTY_COORDINATOR,Prof. Nandini Yadav,nandini.yadavCLB089.fac,nandini.yadavCLB089.fac@college.edu,5!nQ8ZSHBo,$2b$12$/4vXiAEv8/ek2zy3kImAVOqqx/B4wrku0kNglL1bAseyeqguykr96
CLB090,Gender Equality Club,PRESIDENT,Anika Singh,anika.singhCLB090,anika.singhCLB090@college.edu,YVa4KT@Rna,$2b$12$Li02NJe0LFgcfJxkmzvxUOAzx7m1yYMDm3RYQwGbnbdkYKcdQXNJa
CLB090,Gender Equality Club,VICE_PRESIDENT,Vishal Chatterjee,vishal.chatterjeeCLB090,vishal.chatterjeeCLB090@college.edu,6KDB%eI2qq,$2b$12$ceXcHXHAh6bLLovgt3YSbuHf7Vz0BgudKz4lPfl.bU0XHfp44ZWje
CLB090,Gender Equality Club,FACULTY_COORDINATOR,Dr. Riya Nayak,riya.nayakCLB090.fac,riya.nayakCLB090.fac@college.edu,ztwRTKX#r7,$2b$12$Oly7D7dIiffgI2s7inJIruKBfcLdl7MQYBezJjt7fnAkzhdU0/9hK
CLB091,Vocal Music Club,PRESIDENT,Divya Bansal,divya.bansalCLB091,divya.bansalCLB091@college.edu,ef2BqZ7cM$,$2b$12$WgKLOh3/sMh8bp4ouO4z0.Rkwu.oyhRq7XguVIvPtOSzIcwjMyh3.
CLB091,Vocal Music Club,VICE_PRESIDENT,Swati Das,swati.dasCLB091,swati.dasCLB091@college.edu,aC0tF2W@Om,$2b$12$DXCpapLsgmHLAiOxTlaZjeXHYibmfwTHHm58uGR1u0BP8up9xBTOm
CLB091,Vocal Music Club,FACULTY_COORDINATOR,Dr. Rohit Sharma,rohit.sharmaCLB091.fac,rohit.sharmaCLB091.fac@college.edu,rf5VbP@Xak,$2b$12$jKzCGOhLeJc5/dpvWRgZUOqk47tnLCe8/yjscsPG6yRCQcbM1Zbma
CLB092,Instrumental Music Club,PRESIDENT,Simran Iyer,simran.iyerCLB092,simran.iyerCLB092@college.edu,$za3lH7tqK,$2b$12$CZp2M3e0l7oqzllwuk/yXOaJ/.lTH.YwcoJy5IjSOxvCLG6P8vk1.
CLB092,Instrumental Music Club,VICE_PRESIDENT,Isha Kulkarni,isha.kulkarniCLB092,isha.kulkarniCLB092@college.edu,qZY0S4C%qK,$2b$12$JTTHgVRACMnmYt75xkMzu.AsXsqsD7aJEqGKhrU9r5u2hrSZqKfMi
CLB092,Instrumental Music Club,FACULTY_COORDINATOR,Dr. Dhruv Joshi,dhruv.joshiCLB092.fac,dhruv.joshiCLB092.fac@college.edu,SdoPRy4YO!,$2b$12$D/VTE/gscP4VwgkESoFsY.U1e3GI6tYyzECDG4h/yF7HPK8bt5aia
CLB093,Classical Dance Club,PRESIDENT,Myra Kulkarni,myra.kulkarniCLB093,myra.kulkarniCLB093@college.edu,58P5rKkVl@,$2b$12$RfpmqLrMJvDFSOnQbvZ0Guou4IBHxNVZAYeWmsH5IMp/H3gOqBdZm
CLB093,Classical Dance Club,VICE_PRESIDENT,Manoj Bansal,manoj.bansalCLB093,manoj.bansalCLB093@college.edu,fXhj9#g6Gh,$2b$12$fB3awyqyLMrEbXvnbdNAr./kmV6d7159tYmOfx8MgnrReTe5qkI1C
CLB093,Classical Dance Club,FACULTY_COORDINATOR,Dr. Isha Malhotra,isha.malhotraCLB093.fac,isha.malhotraCLB093.fac@college.edu,#of8dPzKWi,$2b$12$JQpNvlMfVrDmS3qIFvdNL.NpM9FSu7Znv.MNBGtQIzj9GvoHWjJkK
CLB094,Street Play (Nukkad) Club,PRESIDENT,Yash Reddy,yash.reddyCLB094,yash.reddyCLB094@college.edu,xAug$Nv33L,$2b$12$sTpYXjX4XAnuRTWW2FG/YOhJR9Ky8hcDziLBlQrrMUhLWRGFW1NOO
CLB094,Street Play (Nukkad) Club,VICE_PRESIDENT,Deepak Bhatt,deepak.bhattCLB094,deepak.bhattCLB094@college.edu,2$PWxnz3xS,$2b$12$.OUmN7O2ijhXmo3NOIIvt.ATJOMwGmwne08GO1pZsBTpE7Ei3hDL6
CLB094,Street Play (Nukkad) Club,FACULTY_COORDINATOR,Prof. Aryan Sharma,aryan.sharmaCLB094.fac,aryan.sharmaCLB094.fac@college.edu,Z29my$hZj8,$2b$12$YIELLRoLCG9aLMPPRfOtEOtMGkKII/c9/.MkgIZSsh/JnH2SWTgoy
CLB095,Adventure Sports Club,PRESIDENT,Divya Thakur,divya.thakurCLB095,divya.thakurCLB095@college.edu,@WfOgE00q1,$2b$12$2e1BwY7nj3julO94Yl0JfubKmloCRLsWmcQYuuVsk3mUcZqTWHfUW
CLB095,Adventure Sports Club,VICE_PRESIDENT,Meera Desai,meera.desaiCLB095,meera.desaiCLB095@college.edu,NdK%PPIKm5,$2b$12$953fGqViYSOo75Bugp.CIOb4XKa3I45y0YmdTfE02jLo9WdUMGvlK
CLB095,Adventure Sports Club,FACULTY_COORDINATOR,Dr. Rajesh Nair,rajesh.nairCLB095.fac,rajesh.nairCLB095.fac@college.edu,9D#mkCj39O,$2b$12$HvHFD/7PLdC7ZMwZc/VzDuupqeWB6WuTAu9Rrz4ATTx3KGybDeeK6
CLB096,Table Tennis Club,PRESIDENT,Aryan Agarwal,aryan.agarwalCLB096,aryan.agarwalCLB096@college.edu,CAHolk9%5I,$2b$12$808r00CGL7A.fESRFifzKue6kmaM9VuiwwxANGfP/d3wUaE0Z5l5G
CLB096,Table Tennis Club,VICE_PRESIDENT,Amit Kulkarni,amit.kulkarniCLB096,amit.kulkarniCLB096@college.edu,1bd$DzXJHd,$2b$12$SR.kB4FXQaDDCSnAdtI.p.U.SSbStRgnWcMsrI7Mwa0hdEgfgTAwm
CLB096,Table Tennis Club,FACULTY_COORDINATOR,Dr. Shreya Kaur,shreya.kaurCLB096.fac,shreya.kaurCLB096.fac@college.edu,1xHO$4iikH,$2b$12$F2w4bDF4IBMl7hGp6ruOUuK/BUs2bVvswl/a377eSQpocV8gAuKwe
CLB097,Badminton Club,PRESIDENT,Isha Pandey,isha.pandeyCLB097,isha.pandeyCLB097@college.edu,6Hu9tOO$IO,$2b$12$TD.dqCS5djHkT53hWqHCTOpOZ18iUcJTnJp9ng26GVIjHTsA1qFSe
CLB097,Badminton Club,VICE_PRESIDENT,Ishaan Chandra,ishaan.chandraCLB097,ishaan.chandraCLB097@college.edu,4ie0!I2WaH,$2b$12$P/okr9uFZ6HrQWEe22i8luy5TNfUpzvduyfI6Cy3KHkLwZYexqrNa
CLB097,Badminton Club,FACULTY_COORDINATOR,Prof. Aditi Nayak,aditi.nayakCLB097.fac,aditi.nayakCLB097.fac@college.edu,4YoJYn%mxa,$2b$12$m4I0RC7UjowxZzTwONVcy.Xt7d1UOYatFDwwucvrTojwigHyi4Tnq
CLB098,Table Games Club,PRESIDENT,Siddharth Mukherjee,siddharth.mukherjeeCLB098,siddharth.mukherjeeCLB098@college.edu,6Zli@se2hi,$2b$12$N8W0b3E0LcrcjikmCaiRXO7wTR0G67uS2Vm5cNUBZt2H3opk0Ew3C
CLB098,Table Games Club,VICE_PRESIDENT,Kavya Sinha,kavya.sinhaCLB098,kavya.sinhaCLB098@college.edu,8glTsbi!Er,$2b$12$hQwtm.Qokiwcdkb8KNSv4.s.B7pRJ2bmaO5xkP6Vp9w4pxCCyO/l.
CLB098,Table Games Club,FACULTY_COORDINATOR,Dr. Riya Chandra,riya.chandraCLB098.fac,riya.chandraCLB098.fac@college.edu,jfcSv#YDN7,$2b$12$QpnG/ImB4.xzvoFz2v0rjuj1iy.6wcB9FmEzmHQEas7t0AYDnRf6y
CLB099,Culinary Arts & Baking Club,PRESIDENT,Ritu Desai,ritu.desaiCLB099,ritu.desaiCLB099@college.edu,XcMV7mD@Vy,$2b$12$xevbI0GPTtECHMDfqY1syu9UYsJX2pfMVXfB1xTNtTFLZzCpsAYOG
CLB099,Culinary Arts & Baking Club,VICE_PRESIDENT,Rina Ghosh,rina.ghoshCLB099,rina.ghoshCLB099@college.edu,Oqx8mEtr!X,$2b$12$RTt1jcpko1wVS3FRj4feBuxh3DPLsLdvSqi0xjeiP98XqNVMBrK1q
CLB099,Culinary Arts & Baking Club,FACULTY_COORDINATOR,Dr. Krishna Mukherjee,krishna.mukherjeeCLB099.fac,krishna.mukherjeeCLB099.fac@college.edu,cL!ziZpY9a,$2b$12$TZrB3tgj0uT5rFEkOnEJf.1ZCp67kUUwXThhP9Slk/XKHXLNTG6Tq
CLB100,Public Relations Club,PRESIDENT,Manoj Sinha,manoj.sinhaCLB100,manoj.sinhaCLB100@college.edu,dJo2PWZ$Yu,$2b$12$Gxv/EOLC6uD3EF9fvjIYpOBZgP1dRAPt69IV2W1hf.oqTEYzuNohC
CLB100,Public Relations Club,VICE_PRESIDENT,Kabir Mehta,kabir.mehtaCLB100,kabir.mehtaCLB100@college.edu,bIJI$SFs7m,$2b$12$Zw/sSdJI5qnYHguOkugtrukw3akVZgM0AkgUkIC8qIropcio47rpe
CLB100,Public Relations Club,FACULTY_COORDINATOR,Dr. Deepak Chandra,deepak.chandraCLB100.fac,deepak.chandraCLB100.fac@college.edu,Is$2Dq0qxC,$2b$12$dtfSKR13akroES9LyH2eue5DKlZbkbjdVm4wDMzXVssTv2LA0.Izi
